0.000000e+000 0.000000e+000 1.500000e+003 0.000000e+000 0.000000e+000 
6.283185e-001 6.961765e+000 1.499961e+003 1.105200e+001 -1.227658e-001 
1.256637e+000 1.392792e+001 1.499846e+003 1.107411e+001 -2.443124e-001 
1.884956e+000 2.090715e+001 1.499654e+003 1.112238e+001 -3.653040e-001 
2.513274e+000 2.788725e+001 1.499386e+003 1.109352e+001 -4.875113e-001 
3.141593e+000 3.489039e+001 1.499042e+003 1.120397e+001 -6.050788e-001 
3.769911e+000 4.187375e+001 1.498621e+003 1.101187e+001 -7.346367e-001 
4.398230e+000 4.881253e+001 1.498122e+003 1.115206e+001 -8.490098e-001 
5.026548e+000 5.575138e+001 1.497547e+003 1.103768e+001 -9.753667e-001 
5.654867e+000 6.264299e+001 1.496894e+003 1.086526e+001 -1.105408e+000 
6.283185e+000 6.954467e+001 1.496165e+003 1.105877e+001 -1.216055e+000 
6.911504e+000 7.647745e+001 1.495362e+003 1.089716e+001 -1.343059e+000 
7.539822e+000 8.335675e+001 1.494480e+003 1.092182e+001 -1.463617e+000 
8.168141e+000 9.020055e+001 1.493522e+003 1.085326e+001 -1.583907e+000 
8.796459e+000 9.698550e+001 1.492490e+003 1.073673e+001 -1.701211e+000 
9.424778e+000 1.037682e+002 1.491380e+003 1.077219e+001 -1.825872e+000 
1.005310e+001 1.105254e+002 1.490195e+003 1.067595e+001 -1.944688e+000 
1.068142e+001 1.172817e+002 1.488931e+003 1.074650e+001 -2.071505e+000 
1.130973e+001 1.240122e+002 1.487592e+003 1.075069e+001 -2.195732e+000 
1.193805e+001 1.307360e+002 1.486174e+003 1.060502e+001 -2.312516e+000 
1.256637e+001 1.373776e+002 1.484683e+003 1.053816e+001 -2.432621e+000 
1.319469e+001 1.440005e+002 1.483115e+003 1.051995e+001 -2.556220e+000 
1.382301e+001 1.506301e+002 1.481469e+003 1.061882e+001 -2.683332e+000 
1.445133e+001 1.572273e+002 1.479745e+003 1.039310e+001 -2.801065e+000 
1.507964e+001 1.637045e+002 1.477948e+003 1.021956e+001 -2.920095e+000 
1.570796e+001 1.700759e+002 1.476076e+003 1.024409e+001 -3.040511e+000 
1.633628e+001 1.764985e+002 1.474127e+003 1.031929e+001 -3.162530e+000 
1.696460e+001 1.829485e+002 1.472101e+003 1.020807e+001 -3.285029e+000 
1.759292e+001 1.893306e+002 1.469999e+003 1.007580e+001 -3.403988e+000 
1.822124e+001 1.956511e+002 1.467821e+003 9.966786e+000 -3.524448e+000 
1.884956e+001 2.019357e+002 1.465567e+003 1.003500e+001 -3.650208e+000 
1.947787e+001 2.082153e+002 1.463235e+003 1.009258e+001 -3.780342e+000 
2.010619e+001 2.143788e+002 1.460830e+003 9.826955e+000 -3.890151e+000 
2.073451e+001 2.205268e+002 1.458347e+003 9.746001e+000 -4.010840e+000 
2.136283e+001 2.266534e+002 1.455787e+003 9.792087e+000 -4.142467e+000 
2.199115e+001 2.327128e+002 1.453152e+003 9.540641e+000 -4.250318e+000 
2.261947e+001 2.386980e+002 1.450442e+003 9.535923e+000 -4.374818e+000 
2.324779e+001 2.446522e+002 1.447656e+003 9.414615e+000 -4.492758e+000 
2.387610e+001 2.505252e+002 1.444798e+003 9.278185e+000 -4.604173e+000 
2.450442e+001 2.563056e+002 1.441871e+003 9.118100e+000 -4.711475e+000 
2.513274e+001 2.620607e+002 1.438864e+003 9.080374e+000 -4.839709e+000 
2.576106e+001 2.677315e+002 1.435787e+003 9.104976e+000 -4.974545e+000 
2.638938e+001 2.733483e+002 1.432635e+003 8.969500e+000 -5.086488e+000 
2.701770e+001 2.789528e+002 1.429402e+003 8.852799e+000 -5.202329e+000 
2.764602e+001 2.844827e+002 1.426095e+003 8.652558e+000 -5.308669e+000 
2.827433e+001 2.899400e+002 1.422717e+003 8.646965e+000 -5.436396e+000 
2.890265e+001 2.953902e+002 1.419258e+003 8.604411e+000 -5.561450e+000 
2.953097e+001 3.007925e+002 1.415723e+003 8.502827e+000 -5.679463e+000 
3.015929e+001 3.061474e+002 1.412111e+003 8.442654e+000 -5.803267e+000 
3.078761e+001 3.114132e+002 1.408429e+003 8.410073e+000 -5.927904e+000 
3.141593e+001 3.166622e+002 1.404667e+003 8.186707e+000 -6.030783e+000 
3.204425e+001 3.217890e+002 1.400838e+003 8.177617e+000 -6.163354e+000 
3.267256e+001 3.268493e+002 1.396937e+003 7.991762e+000 -6.263608e+000 
3.330088e+001 3.318402e+002 1.392965e+003 7.894905e+000 -6.377548e+000 
3.392920e+001 3.367709e+002 1.388922e+003 7.799723e+000 -6.491514e+000 
3.455752e+001 3.416437e+002 1.384807e+003 7.715789e+000 -6.606432e+000 
3.518584e+001 3.464752e+002 1.380618e+003 7.673963e+000 -6.726306e+000 
3.581416e+001 3.512884e+002 1.376353e+003 7.425692e+000 -6.835260e+000 
3.644247e+001 3.559322e+002 1.372022e+003 7.409281e+000 -6.956906e+000 
3.707079e+001 3.604977e+002 1.367621e+003 7.207395e+000 -7.057882e+000 
3.769911e+001 3.649779e+002 1.363153e+003 7.213317e+000 -7.181117e+000 
3.832743e+001 3.694275e+002 1.358610e+003 6.987291e+000 -7.279377e+000 
3.895575e+001 3.737997e+002 1.353999e+003 6.837164e+000 -7.386888e+000 
3.958407e+001 3.780268e+002 1.349327e+003 6.749799e+000 -7.495782e+000 
4.021239e+001 3.822538e+002 1.344581e+003 6.728375e+000 -7.610938e+000 
4.084070e+001 3.864501e+002 1.339766e+003 6.624163e+000 -7.717282e+000 
4.146902e+001 3.905429e+002 1.334885e+003 6.456112e+000 -7.821526e+000 
4.209734e+001 3.945769e+002 1.329935e+003 6.402658e+000 -7.935565e+000 
4.272566e+001 3.985832e+002 1.324913e+003 6.175597e+000 -8.026836e+000 
4.335398e+001 4.024348e+002 1.319836e+003 6.043364e+000 -8.127412e+000 
4.398230e+001 4.062561e+002 1.314688e+003 6.025239e+000 -8.244607e+000 
4.461062e+001 4.099709e+002 1.309482e+003 5.860408e+000 -8.337393e+000 
4.523893e+001 4.135720e+002 1.304221e+003 5.785791e+000 -8.445025e+000 
4.586725e+001 4.171450e+002 1.298889e+003 5.568485e+000 -8.522335e+000 
4.649557e+001 4.206115e+002 1.293501e+003 5.482622e+000 -8.627650e+000 
4.712389e+001 4.240373e+002 1.288046e+003 5.348851e+000 -8.721715e+000 
4.775221e+001 4.273977e+002 1.282529e+003 5.278633e+000 -8.825043e+000 
4.838053e+001 4.306786e+002 1.276954e+003 5.167065e+000 -8.920337e+000 
4.900885e+001 4.338736e+002 1.271323e+003 5.034933e+000 -9.010605e+000 
4.963716e+001 4.369850e+002 1.265634e+003 4.866121e+000 -9.095138e+000 
5.026548e+001 4.399800e+002 1.259895e+003 4.661911e+000 -9.170830e+000 
5.089380e+001 4.428875e+002 1.254104e+003 4.687698e+000 -9.277268e+000 
5.152212e+001 4.457992e+002 1.248247e+003 4.594238e+000 -9.367111e+000 
5.215044e+001 4.486466e+002 1.242334e+003 4.436778e+000 -9.447293e+000 
5.277876e+001 4.513844e+002 1.236374e+003 4.252715e+000 -9.519733e+000 
5.340708e+001 4.540490e+002 1.230362e+003 4.205257e+000 -9.610563e+000 
