1.000000e-001 8.835926e-001 8.836831e-001 
2.000000e-001 2.531787e+000 2.531836e+000 
3.000000e-001 5.031603e+000 5.031617e+000 
4.000000e-001 7.249285e+000 7.249245e+000 
5.000000e-001 8.867429e+000 8.867336e+000 
6.000000e-001 9.390649e+000 9.390548e+000 
7.000000e-001 8.255517e+000 8.255436e+000 
8.000000e-001 6.687871e+000 6.687824e+000 
9.000000e-001 4.070297e+000 4.070273e+000 
1.000000e+000 1.782673e+000 1.782701e+000 
1.100000e+000 4.492151e-002 4.499186e-002 
1.200000e+000 -1.709099e-001 -1.707937e-001 
1.300000e+000 1.019761e+000 1.019946e+000 
1.400000e+000 2.441937e+000 2.442295e+000 
1.500000e+000 5.003654e+000 5.004318e+000 
1.600000e+000 7.712315e+000 7.712790e+000 
1.700000e+000 9.947063e+000 9.947161e+000 
1.800000e+000 1.079969e+001 1.079935e+001 
1.900000e+000 1.123363e+001 1.123263e+001 
2.000000e+000 1.134272e+001 1.134192e+001 
2.100000e+000 1.087516e+001 1.087573e+001 
2.200000e+000 1.030229e+001 1.030417e+001 
2.300000e+000 8.869799e+000 8.874123e+000 
2.400000e+000 6.379377e+000 6.382832e+000 
2.500000e+000 4.191623e+000 4.192216e+000 
2.600000e+000 2.786202e+000 2.783476e+000 
2.700000e+000 3.011300e+000 3.004062e+000 
2.800000e+000 3.475440e+000 3.462818e+000 
2.900000e+000 2.509010e+000 2.488132e+000 
3.000000e+000 4.305712e-001 4.162956e-001 
3.100000e+000 -1.838894e+000 -1.840158e+000 
3.200000e+000 -3.597327e+000 -3.584079e+000 
3.300000e+000 -4.043583e+000 -4.010322e+000 
3.400000e+000 -4.540278e+000 -4.502725e+000 
3.500000e+000 -5.181981e+000 -5.192537e+000 
3.600000e+000 -5.348275e+000 -5.408137e+000 
3.700000e+000 -5.883858e+000 -6.031443e+000 
3.800000e+000 -7.918741e+000 -8.167426e+000 
3.900000e+000 -1.037301e+001 -1.054040e+001 
4.000000e+000 -1.268083e+001 -1.266641e+001 
4.100000e+000 -1.347672e+001 -1.321328e+001 
4.200000e+000 -1.372276e+001 -1.312662e+001 
4.300000e+000 -1.431050e+001 -1.389665e+001 
4.400000e+000 -1.470366e+001 -1.509878e+001 
4.500000e+000 -1.492380e+001 -1.611286e+001 
4.600000e+000 -1.619846e+001 -1.793365e+001 
4.700000e+000 -1.861972e+001 -1.904680e+001 
4.800000e+000 -2.098839e+001 -1.989267e+001 
4.900000e+000 -2.254543e+001 -2.120156e+001 
5.000000e+000 -2.268126e+001 -2.168313e+001 
5.100000e+000 -2.282120e+001 -2.224529e+001 
5.200000e+000 -2.382451e+001 -2.406702e+001 
5.300000e+000 -2.464753e+001 -2.560158e+001 
5.400000e+000 -2.582401e+001 -2.718588e+001 
5.500000e+000 -2.789932e+001 -2.804891e+001 
5.600000e+000 -2.924336e+001 -2.777001e+001 
5.700000e+000 -3.052737e+001 -2.802514e+001 
5.800000e+000 -3.077540e+001 -2.989370e+001 
5.900000e+000 -3.015993e+001 -3.212323e+001 
6.000000e+000 -2.961271e+001 -3.444574e+001 
6.100000e+000 -2.857467e+001 -3.533649e+001 
6.200000e+000 -2.696356e+001 -3.555067e+001 
6.300000e+000 -2.532277e+001 -3.618773e+001 
6.400000e+000 -2.249007e+001 -3.672759e+001 
6.500000e+000 -1.964433e+001 -3.704052e+001 
6.600000e+000 -1.771194e+001 -3.843990e+001 
6.700000e+000 -1.655083e+001 -4.084824e+001 
6.800000e+000 -1.550344e+001 -4.309259e+001 
6.900000e+000 -1.592274e+001 -4.436601e+001 
7.000000e+000 -1.773821e+001 -4.415124e+001 
7.100000e+000 -1.997112e+001 -4.402526e+001 
7.200000e+000 -2.239614e+001 -4.543102e+001 
7.300000e+000 -2.367012e+001 -4.728423e+001 
7.400000e+000 -2.452161e+001 -4.927663e+001 
7.500000e+000 -2.402935e+001 -5.039607e+001 
7.600000e+000 -2.281669e+001 -5.031152e+001 
7.700000e+000 -2.096058e+001 -5.083959e+001 
7.800000e+000 -1.863075e+001 -5.259854e+001 
7.900000e+000 -1.711349e+001 -5.412452e+001 
8.000000e+000 -1.604813e+001 -5.585008e+001 
8.100000e+000 -1.654817e+001 -5.641393e+001 
8.200000e+000 -1.768536e+001 -5.622433e+001 
8.300000e+000 -1.945354e+001 -5.709769e+001 
8.400000e+000 -2.219946e+001 -5.921092e+001 
8.500000e+000 -2.454296e+001 -6.125136e+001 
8.600000e+000 -2.579814e+001 -6.289244e+001 
8.700000e+000 -2.565548e+001 -6.294664e+001 
8.800000e+000 -2.541374e+001 -6.280287e+001 
8.900000e+000 -2.651786e+001 -6.409373e+001 
9.000000e+000 -2.808198e+001 -6.598647e+001 
9.100000e+000 -2.977310e+001 -6.790674e+001 
9.200000e+000 -3.129325e+001 -6.915395e+001 
9.300000e+000 -3.154595e+001 -6.903380e+001 
